model,precision,recall
SVM_RBF,0.38809034907597534,1.0
SVM_RBF,0.38848920863309355,1.0
SVM_RBF,0.3888888888888889,1.0
SVM_RBF,0.38928939237899074,1.0
SVM_RBF,0.38969072164948454,1.0
SVM_RBF,0.39009287925696595,1.0
SVM_RBF,0.390495867768595,1.0
SVM_RBF,0.390899689762151,1.0
SVM_RBF,0.391304347826087,1.0
SVM_RBF,0.3917098445595855,1.0
SVM_RBF,0.3921161825726141,1.0
SVM_RBF,0.3925233644859813,1.0
SVM_RBF,0.39293139293139295,1.0
SVM_RBF,0.39334027055150883,1.0
SVM_RBF,0.39375,1.0
SVM_RBF,0.39416058394160586,1.0
SVM_RBF,0.3945720250521921,1.0
SVM_RBF,0.3949843260188088,1.0
SVM_RBF,0.39539748953974896,1.0
SVM_RBF,0.3958115183246073,1.0
SVM_RBF,0.39622641509433965,1.0
SVM_RBF,0.39664218258132217,1.0
SVM_RBF,0.39705882352941174,1.0
SVM_RBF,0.39747634069400634,1.0
SVM_RBF,0.39789473684210525,1.0
SVM_RBF,0.39831401475237094,1.0
SVM_RBF,0.3987341772151899,1.0
SVM_RBF,0.3991552270327349,1.0
SVM_RBF,0.39957716701902746,1.0
SVM_RBF,0.4,1.0
SVM_RBF,0.4004237288135593,1.0
SVM_RBF,0.40084835630965004,1.0
SVM_RBF,0.4012738853503185,1.0
SVM_RBF,0.40170031880977686,1.0
SVM_RBF,0.4021276595744681,1.0
SVM_RBF,0.402555910543131,1.0
SVM_RBF,0.40298507462686567,1.0
SVM_RBF,0.4034151547491996,1.0
SVM_RBF,0.40384615384615385,1.0
SVM_RBF,0.4042780748663102,1.0
SVM_RBF,0.40471092077087795,1.0
SVM_RBF,0.40514469453376206,1.0
SVM_RBF,0.4055793991416309,1.0
SVM_RBF,0.40601503759398494,1.0
SVM_RBF,0.4064516129032258,1.0
SVM_RBF,0.4068891280947255,1.0
SVM_RBF,0.4073275862068966,1.0
SVM_RBF,0.4077669902912621,1.0
SVM_RBF,0.408207343412527,1.0
SVM_RBF,0.40864864864864864,1.0
SVM_RBF,0.4090909090909091,1.0
SVM_RBF,0.409534127843987,1.0
SVM_RBF,0.40997830802603036,1.0
SVM_RBF,0.41042345276872966,1.0
SVM_RBF,0.4108695652173913,1.0
SVM_RBF,0.41131664853101196,1.0
SVM_RBF,0.4117647058823529,1.0
SVM_RBF,0.4122137404580153,1.0
SVM_RBF,0.4126637554585153,1.0
SVM_RBF,0.4131147540983607,1.0
SVM_RBF,0.4135667396061269,1.0
SVM_RBF,0.4140197152245345,1.0
SVM_RBF,0.4144736842105263,1.0
SVM_RBF,0.4149286498353458,1.0
SVM_RBF,0.4153846153846154,1.0
SVM_RBF,0.4158415841584158,1.0
SVM_RBF,0.41629955947136565,1.0
SVM_RBF,0.41675854465270123,1.0
SVM_RBF,0.41721854304635764,1.0
SVM_RBF,0.4176795580110497,1.0
SVM_RBF,0.41814159292035397,1.0
SVM_RBF,0.4186046511627907,1.0
SVM_RBF,0.4190687361419069,1.0
SVM_RBF,0.4195338512763596,1.0
SVM_RBF,0.42,1.0
SVM_RBF,0.42046718576195774,1.0
SVM_RBF,0.4209354120267261,1.0
SVM_RBF,0.4214046822742475,1.0
SVM_RBF,0.421875,1.0
SVM_RBF,0.4223463687150838,1.0
SVM_RBF,0.4228187919463087,1.0
SVM_RBF,0.4232922732362822,1.0
SVM_RBF,0.42376681614349776,1.0
SVM_RBF,0.42424242424242425,1.0
SVM_RBF,0.4247191011235955,1.0
SVM_RBF,0.4251968503937008,1.0
SVM_RBF,0.42567567567567566,1.0
SVM_RBF,0.42615558060879366,1.0
SVM_RBF,0.42663656884875845,1.0
SVM_RBF,0.4271186440677966,1.0
SVM_RBF,0.4276018099547511,1.0
SVM_RBF,0.42808607021517553,1.0
SVM_RBF,0.42857142857142855,1.0
SVM_RBF,0.42905788876276957,1.0
SVM_RBF,0.42954545454545456,1.0
SVM_RBF,0.4300341296928328,1.0
SVM_RBF,0.4305239179954442,1.0
SVM_RBF,0.43101482326111745,1.0
SVM_RBF,0.4315068493150685,1.0
SVM_RBF,0.432,1.0
SVM_RBF,0.43249427917620137,1.0
SVM_RBF,0.4329896907216495,1.0
SVM_RBF,0.4334862385321101,1.0
SVM_RBF,0.43398392652123996,1.0
SVM_RBF,0.43448275862068964,1.0
SVM_RBF,0.43498273878020716,1.0
SVM_RBF,0.43548387096774194,1.0
SVM_RBF,0.4359861591695502,1.0
SVM_RBF,0.43648960739030024,1.0
SVM_RBF,0.4369942196531792,1.0
SVM_RBF,0.4375,1.0
SVM_RBF,0.4380069524913094,1.0
SVM_RBF,0.4385150812064965,1.0
SVM_RBF,0.43902439024390244,1.0
SVM_RBF,0.43953488372093025,1.0
SVM_RBF,0.440046565774156,1.0
SVM_RBF,0.4405594405594406,1.0
SVM_RBF,0.441073512252042,1.0
SVM_RBF,0.441588785046729,1.0
SVM_RBF,0.4421052631578947,1.0
SVM_RBF,0.4426229508196721,1.0
SVM_RBF,0.44314185228604924,1.0
SVM_RBF,0.44366197183098594,1.0
SVM_RBF,0.44418331374853115,1.0
SVM_RBF,0.4447058823529412,1.0
SVM_RBF,0.4452296819787986,1.0
SVM_RBF,0.44575471698113206,1.0
SVM_RBF,0.4462809917355372,1.0
SVM_RBF,0.44680851063829785,1.0
SVM_RBF,0.44733727810650886,1.0
SVM_RBF,0.44786729857819907,1.0
SVM_RBF,0.4483985765124555,1.0
SVM_RBF,0.4489311163895487,1.0
SVM_RBF,0.44946492271105826,1.0
SVM_RBF,0.45,1.0
SVM_RBF,0.4505363528009535,1.0
SVM_RBF,0.4510739856801909,1.0
SVM_RBF,0.45161290322580644,1.0
SVM_RBF,0.45215311004784686,1.0
SVM_RBF,0.45269461077844314,1.0
SVM_RBF,0.45323741007194246,1.0
SVM_RBF,0.453781512605042,1.0
SVM_RBF,0.4543269230769231,1.0
SVM_RBF,0.4548736462093863,1.0
SVM_RBF,0.45542168674698796,1.0
SVM_RBF,0.4559710494571773,1.0
SVM_RBF,0.45652173913043476,1.0
SVM_RBF,0.4570737605804111,1.0
SVM_RBF,0.4576271186440678,1.0
SVM_RBF,0.4581818181818182,1.0
SVM_RBF,0.4587378640776699,1.0
SVM_RBF,0.45929526123936815,1.0
SVM_RBF,0.45985401459854014,1.0
SVM_RBF,0.46041412911084045,1.0
SVM_RBF,0.4609756097560976,1.0
SVM_RBF,0.46153846153846156,1.0
SVM_RBF,0.4621026894865526,1.0
SVM_RBF,0.46266829865361075,1.0
SVM_RBF,0.4632352941176471,1.0
