experiment,model,best_params,training_time,prediction_time,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_roc_auc_ovr,cv_test_accuracy,cv_test_accuracy_std,cv_test_precision_macro,cv_test_precision_macro_std,cv_test_recall_macro,cv_test_recall_macro_std,cv_test_f1_macro,cv_test_f1_macro_std,cv_test_roc_auc_ovr,cv_test_roc_auc_ovr_std
algorithm_comparison,MultinomialNB,{'model__alpha': 0.1},40.264933824539185,0.3958141803741455,0.9635761589403974,0.9523915875674669,0.9648498756932492,0.958234850389741,,0.954727398205659,0.006216545493382201,0.9431478281495908,0.007379319979688391,0.953417895601343,0.007361021338745181,0.9479697680870023,0.007151895476043148,0.9924774054170962,0.0016067149015350833
algorithm_comparison,SVM_Linear,{'model__C': 100.0},273.2730917930603,0.9459807872772217,0.9908940397350994,0.9877379539520532,0.9912124689233124,0.9894494047028278,,0.9888198757763976,0.003342686276966833,0.9867179699496336,0.004470628608269669,0.9873568627818773,0.003939407568311867,0.9870102768119647,0.003863429598584387,0.9987871069643811,0.0008279066832024383
algorithm_comparison,SVM_RBF,"{'model__C': 10.0, 'model__gamma': 'scale'}",1548.739952325821,1.5978071689605713,0.9925496688741722,0.9909911486961753,0.9916969465162236,0.9913430047704248,,0.9866114561766736,0.003011376705213445,0.9838040053203593,0.0034657808358032143,0.9851483280769743,0.004234818517043657,0.9844484179694116,0.0035152029316386675,0.9989690338318167,0.00039698891951126577
algorithm_comparison,RandomForest,"{'model__class_weight': None, 'model__max_depth': None, 'model__max_features': 'sqrt', 'model__n_estimators': 300}",131.289612531662,0.4532320499420166,0.984271523178808,0.9800917794129282,0.9835118250780901,0.9817762444867026,,0.9785369220151828,0.0037888135904239673,0.9751266390549932,0.004757217858652988,0.9750076691937657,0.004831945497783794,0.9750364105593454,0.004413581452885506,0.9978145459081077,0.0006328350110903017
algorithm_comparison,XGBoost,"{'model__colsample_bytree': 0.85, 'model__learning_rate': 0.1, 'model__max_depth': 6, 'model__min_child_weight': 1, 'model__subsample': 0.85}",157.47098326683044,0.4067423343658447,0.9900662251655629,0.9884490342321668,0.9884490342321668,0.9884490342321668,,0.9860593512767427,0.0029731758769548666,0.9841718876410009,0.003839899423406942,0.9834269045879545,0.003751751944496098,0.9837761597737733,0.003453907908959035,0.9991292678964871,0.00037502286643880604
